comment_id,video_id,text,label
UgxMlNiqWlZjeNYQSut4AaABAg,NbiLZ5-JTJU,Best vidhal tidi gujrati culture  village atmosphere  gujrati emotiona gujrati darling absolutely masterpiece  and Pratik gandhi  and shradha danger romantic passion  very suitable and convince for gujrati people and bhai and ben emotional emotional is grand level,positive
Ugyk6RqzYdBI7nPuFix4AaABAg,NbiLZ5-JTJU,❤,not_gujlish
UgyOs-_SoTKQm5s_XXB4AaABAg,l1eEmzCMxU4,"Bakwas movie chhe. Total waste of time. Siddharth sir ni fan hu pan chhu. Pan aa moview bau bekaar ane vahiyaat chhe. Topic saro chhe pan ene present evi rite karyo chhe k em thay kyare pate ne ahi thi bahar jaie. 
Hve writer kon chhe e check kari ne movie jovi padse🫣",negative
UgwDPGtBgmTVWmMnKLp4AaABAg,l1eEmzCMxU4,Saras film che,positive
Ugy2ruHebqsUg2FoY4p4AaABAg,l1eEmzCMxU4,"Madhyatar tak film ko enjoy Kiya but uske baad film bahut slow ho jaati hai to haa, dhire dhire emotions hi film se nikal jaate hai so bol sakte haiki 50-50 movie achchi hai ya buri to dono main se chije balance kho deti hai, film utni achchi nahi hai, shayad hamari age ke hisab se.",neutral
UgyjRipKBr5tzH8IX-Z4AaABAg,l1eEmzCMxU4,Is this movie watchable with children with 8 year age,neutral
Ugx5P1ni_ZBhEH_u35V4AaABAg,l1eEmzCMxU4,Aa paisa lai ne khota vakhan kare chhe film na....Sidharth randeriya ni filmo badhi ek j type ni hoy tem  aa pan same chhe kai navu nathi..Mota budget thi filmo sari na bane ..west of time,positive
UgznK051CC8qn_kJvKh4AaABAg,l1eEmzCMxU4,Badhu all right che ma Mara paisa west gya hata,negative
UgxaG1M5sgaU_sVulzp4AaABAg,l1eEmzCMxU4,Bro. Plz khoda vakhan na karta plz,negative
UgwEmN0JFtPO5i8CpaJ4AaABAg,l1eEmzCMxU4,"Sir.
Badhu alright che no tame review positive apelo. Film sari lagi pan Film maa diversion unnecessary ane lenght bahu moto issue lagyo",negative
UgytYRtW5Y842uLNoNx4AaABAg,l1eEmzCMxU4,Aa movie ne subsidy madse ?,neutral
UgxWprweQ6vudtWeGYV4AaABAg,l1eEmzCMxU4,Subsidy malse ?,neutral
UgzYiyCm1wswmnHT0hJ4AaABAg,YiUCjL21zHA,Super,not_gujlish
UgxGW1wuYoS99XKzpPh4AaABAg,YiUCjL21zHA,Lets beware dharma productions dont spread their worst propaganda movies in Gujarati movie industry as well.,negative
UgxCyvfG6Wv6iQrWFIV4AaABAg,YiUCjL21zHA,"Same story, family drama😢",not_gujlish
Ugy43Pca1QPBNd-_aR54AaABAg,YiUCjL21zHA,"honestly, the movie was a mess. Couldn’t decide if it was for father’s day movie or alzheimer's disease. Up to interval everything was fine after that story went downhill.",not_gujlish
UgzbOsgTSOxuQN57_9t4AaABAg,YiUCjL21zHA,Full bakwas movie didn't expect this from Siddharth randeria Sir total boring movie no comedy even hero and heroine are bakwas,not_gujlish
UgzvdhrjWK7GbwSAee54AaABAg,YiUCjL21zHA,"it looks like similar to  “Chaal Jeevi Laiye”. 
I'll only go for Siddharth Sir 🙏🏻",not_gujlish
UgyncV6CjpYvu9Vz5D14AaABAg,YiUCjL21zHA,A must watch movie with your family especially ur father ❤️❤️,not_gujlish
Ugxkj_vYu7blNWXlAep4AaABAg,YiUCjL21zHA,Best movie,not_gujlish
UgxpI81vwLoKyE8ALYR4AaABAg,YiUCjL21zHA,आजे ज जोई आवीया खरेखर मजा पण आवी अने थोडा आसुओं पण आवीया दीकराओ नो बाप छु ऐटले धणी खरी वातो नी दरेक मां बापने अवो अनुभव थतो हशे 👌👍🙂,not_gujlish
UgxojY6iCkjTo8J68f54AaABAg,YiUCjL21zHA,Bhad ma jay dharma productions,negative
Ugygnjg739nxFNPc4it4AaABAg,YiUCjL21zHA,Stop making such shit film...siddharth randeria don't fool people by signing such depressing movies...u r having a good comic timing...only do comedy films please from now on...guys don't watch yeh Gelato achcha nai lagega...paise barbaad hai apne,not_gujlish
Ugw28Hb5TKRS5vURuc14AaABAg,YiUCjL21zHA,Yash Soni Missing.. Respect button 👍,not_gujlish
UgyO2zFQpAxY3bs73il4AaABAg,YiUCjL21zHA,⭐ one star 😢,not_gujlish
UgwVaTVAn3pCOJGMHfd4AaABAg,YiUCjL21zHA,i THINK THIS WILL BE A flop film trailer maie kuch maza anhi hai.....,not_gujlish
UgzfR4dLDBaPeGRhlZx4AaABAg,YiUCjL21zHA,"Just ONE name, Siddharth Randeria gets me running to the Theatre! The backbone of any movie or play!!Shall do so ONCE MORE to see him in Jindagi ONCE MORE! Best Wishes to the whole crew. 👍 👍 👍 😊",not_gujlish
UgxMR4d2tWEgC1SzMUJ4AaABAg,YiUCjL21zHA,Marathi leuva patel huu me. But i love Gujarati movies,not_gujlish
UgyOOQQT5Bnke3e19CN4AaABAg,YiUCjL21zHA,"from Chaal Jeevi Laiye to Jindagi Once More, Siddharth sir is teaching how to live life",not_gujlish
UgzmBaAGj-W3jK9SXZZ4AaABAg,YiUCjL21zHA,1:40 what a shot! 🔥🙌,not_gujlish
UgxZWPC7BBrxpn2ohMR4AaABAg,YiUCjL21zHA,https://youtu.be/WDgqPlHNyeM?is=apCO0ia0_SSzkyRQ,not_gujlish
UgzVENZe02La369Gunx4AaABAg,YiUCjL21zHA,Chal jeevi laiye + pappa tamne nai samjay 😁,neutral
UgxttWU7ydcvNWKOzZR4AaABAg,YiUCjL21zHA,"Siddharth sir 
Aap bhi karan johar ki faltu bollywood nibba nibbi me aa gaye
Sir apna style gujjubhai vala rakho 
Dharma productions aa gaya to nibba banvanu 
Sheeee tamara par aa ummid no hati 

Eee tamara energetic performance tamari comedy pan 
Javado paisa fame aura ma tame b vahi gaya 
Tamaro style ej maja chhe baki bollywood aavi faltu movie thi bharelu chhe


Sir pachha aavi tamari gujju bhai lavo love story bakvas chhodo",negative
UgzBO-tN4P8Obfr5hWp4AaABAg,YiUCjL21zHA,🎉🎉🎉🎉🎉,not_gujlish
UgwiSQ0RfKMB9EtCXUp4AaABAg,YiUCjL21zHA,❤❤❤❤❤,not_gujlish
UgzBVxGdDj-GJ-UGXsp4AaABAg,YiUCjL21zHA,Siddharth sir jordaar actor chhe,positive
UgzwuL8PJWFbBIgMSQV4AaABAg,YiUCjL21zHA,Theme like chaal jivi lai e part 2,neutral
UgwNcBWwt-wC0EcXoBV4AaABAg,YiUCjL21zHA,Layaa baki ❤❤❤,neutral
UgyuVMozp44EfCQ-0sl4AaABAg,YiUCjL21zHA,What!! Aaa kyare thayu,neutral
UgzRjCm8pjvnG0qwqgh4AaABAg,YiUCjL21zHA,"This is really nice, Dharma Productions is supporting local/ Gujarati film! ❤",positive
UgwoaF5MRzZZJ8PvHU14AaABAg,YiUCjL21zHA,Joisu ❤,positive
UgypNzRFicMQQykRLSt4AaABAg,YiUCjL21zHA,"It's amazing. Just from the trailer, I can say it will be an amazing movie.",not_gujlish
UgwbDkjdrig9vwZpHXp4AaABAg,YiUCjL21zHA,Awesome,not_gujlish
UgyZd0NdOxDiLQ62QRR4AaABAg,YiUCjL21zHA,Bahut jaldi nahi aa gya trailer?,not_gujlish
Ugzh2ILthKktEgf_V3R4AaABAg,YiUCjL21zHA,Gujarati movie ma gujarati title ni jagya e urdu and english title..wah..aa gujarati bhasha and gujarati sanskruti na patan ni nishani che..,negative
UgwEyELnASlcSQl_ImF4AaABAg,YiUCjL21zHA,"100 crore effect, paisa dekhaya gujarati movie ma karan bhai ne 😅",positive
UgzOW4o-gZRkmJ_Xj594AaABAg,YiUCjL21zHA,only for aarti mam❤,not_gujlish
UgwfRr4UVcCRzKeUmMF4AaABAg,YiUCjL21zHA,"#DharmaProduction 
Welcome to Gujarat",not_gujlish
UgzRe4LJqpioSGZbfZh4AaABAg,YiUCjL21zHA,"Siddharth Ji, chaa gaye tusi.

Ekdum jor dar che.",positive
UgyDpTPXGs71xkizcZx4AaABAg,YiUCjL21zHA,Navu su chhe aama?,negative
Ugxk5BJ5LJSrHQKx6Dh4AaABAg,YiUCjL21zHA,Trailer ma j aakhi movie no concept Kem batavo cho. Thodu to suspense rakho,negative
Ugx69G0_dR6QL_MIJmp4AaABAg,YiUCjL21zHA,Satat ek j prakar no roll kari ne thaki nathi jata aa siddharth randeria sir!,negative
UgwHxk6Yb8MPEcLrHRZ4AaABAg,YiUCjL21zHA,"Gujarati movies are for low IQ people, that's why movies like Chelo Divas works in Gujarat but if it was an Iranian or Italian movie, we would have delete it",not_gujlish
Ugz7d8wHygx1cMcQJON4AaABAg,YiUCjL21zHA,Gujarati cinema lacking new Faces,not_gujlish
UgzAU7ptQ3SMUutfnJt4AaABAg,YiUCjL21zHA,dharma is out to ruin everything,not_gujlish
