comment_id,video_id,text,like_count,published_at
Ugx2G-cVaoAIXZmfrr14AaABAg,RT_KlpWDXgo,O Bhai tame loko thodo divash rahjvo public game ke nai ae jovdo maftiya o tamre video banvo koy kharch lagto tobi tumhare views mate koi ni cr investment hoi che ane bov sokha hoy cinema jai public review lo ane Film su jano cho,2,2026-07-26T10:55:11Z
Ugy2eW1Vy8UKYAI-zdR4AaABAg,RT_KlpWDXgo,Hitu ne hiten ne jova hata hitu kanojiya ne padda ma Jova hata hve javu k y vicharavu padshe,0,2026-07-26T05:22:54Z
Ugxis4lfP_RYEKqfbax4AaABAg,RT_KlpWDXgo,Oh have jovu k ny,1,2026-07-26T05:20:01Z
UgwIfVWwctz64Z3_yOJ4AaABAg,RT_KlpWDXgo,અમિતભાઈ ને ૧૦૦૦ તોપો ની સલામી....,2,2026-07-25T19:51:14Z
UgwtrcMQG3eiSYJ18NF4AaABAg,RT_KlpWDXgo,"ઉપેન્દ્ર ત્રિવેદી, રણજીત રાજ, અરવિંદ કુમાર, નરેશ કનોડિયા વગેરે એ સમય ના નાયકો અને અરવિંદ ત્રિવેદી, અરવિંદ રાઠોડ, અને ફિરોઝ ઈરાની જેવા ખલનાયકો નું પાત્ર ભજવતા એ કલાકારો ને અત્યારે આ સમયે પણ સલામ કરવાનું મન થાય એવું એમનું વ્યક્તિત્વ અને અભિનય હતો સાહેબ હાલ ના સમયમાં ફક્ત સબસિડી સિવાય કંઈ દેખાતું જ નથી અમુક લોકો ને શું કેવું તમારું.",5,2026-07-25T18:36:39Z
UgwrbCAbQSvenuSLRxF4AaABAg,RT_KlpWDXgo,Trailer j boring hatu 😊,4,2026-07-25T18:25:15Z
Ugw0ehU5kbbLffuNGRJ4AaABAg,RT_KlpWDXgo,Hathodo hato mane 5 combiflam Moklavi dejo,3,2026-07-25T17:39:12Z
UgxXXwf_-BjHHrzo-4F4AaABAg,dcaoUO_Uqow,Wah,0,2026-06-26T18:45:55Z
UgyklLuZo6RJb9ZqUh94AaABAg,dcaoUO_Uqow,2 Mahina Thi Videos kem Nathi aavta .?,1,2026-06-03T08:43:52Z
UgwB9iAAxs2O1FUydGZ4AaABAg,dcaoUO_Uqow,ધરપકડ review????,1,2026-05-18T14:32:00Z
UgzuLEgDQn1oZqH0md14AaABAg,dcaoUO_Uqow,Sajid bhai nirmata,0,2026-05-14T17:06:41Z
UgzX3qKqyPAXA9Wv6t54AaABAg,dcaoUO_Uqow,"આ ફિલ્મ કચરા થી પણ ગયેલી છે
ફિલ્મ બેકાર ના પેટની મારા તરફ થી 0 સ્ટાર
આ ફિલ્મ પ્રોપોગેંડા ફિલ્મ છે",0,2026-05-13T05:43:20Z
UgxCv6MpduVcpysHTtl4AaABAg,dcaoUO_Uqow,Muslim ne bhar kado boycott kro pl,0,2026-05-13T04:33:54Z
UgzWlOSHd3rAz1FykGZ4AaABAg,dcaoUO_Uqow,"Bakwas  jain dharm ne  somnath mandir ne badnam km kryu chhe muslim ne why?
Sajid to muslim chhe teno film why jovani ekdam bakvas",0,2026-05-13T04:33:21Z
UgzicRYN5XZcOpuJCjh4AaABAg,dcaoUO_Uqow,"Promotion ના વખતે શું controversy હતી ?? 

આ islamism ને એ બધું તો release પછી થયું ને ?

🤔",0,2026-05-10T18:37:35Z
UgwiJQtgaRLC2QmtC2F4AaABAg,dcaoUO_Uqow,ફિલ્મ જોઈ આજે કાકા. કચરા છાપ કોમેડી થી ટેવાયેલા  કર્શકો અને બબૂચક વિવેચકોની સમજણ બહારની આ ફિલ્મ છે. જાતિવાદી અને કોમવાદી માનસ ધરાવતું કોઈ પણ પ્રાણી ફિલ્મ નો આત્મા દૂર થી પણ નહી પામી શકે. ફિલ્મ નો અંતિમ સંદેશ અદભૂત છે.,1,2026-05-10T17:57:35Z
Ugw5-_ygMzRGtg0J-qh4AaABAg,dcaoUO_Uqow,બે કવ્વાલી શા માટે ધબકારો માં?  પત્ની ને 'દ્વારકા' માં તરછોડે છે ! ! દરગાહ માં ચાદર ચઢાવે છે એટલે પત્ની પાછી મળે છે  !  આમીરખાન પ્રમોશન કરે છે!  શા માટે? પ્રોડ. હાઉસ છે સાજીદ નડિયાદવાલા .૨૦ મિનિટ મસ્જિદ અને વિધર્મીઓ આવે છે.,0,2026-05-09T09:53:51Z
Ugw-4EAQPclCgw3bKH94AaABAg,dcaoUO_Uqow,Very good review,0,2026-05-07T18:45:50Z
UgwKK8nmxHfxRypvhCB4AaABAg,dcaoUO_Uqow,Bakvas movie che koi paisa bagadtu nahi,0,2026-05-07T18:41:52Z
UgxhyH9fdx10JawdZNZ4AaABAg,dcaoUO_Uqow,"ફિલ્મ માં મુસ્લિમ પાત્ર ગફુરભાઈ મોટા દિલ ના માણસ.......!!? વળી મસ્જિદ માં થી હાકલ થાય, તો રાતો રાત અનેક કારીગરો ભેગા થઈ ને ફાટેલી ચાદર ને બદલે નવી ચાદર બનાવી નાખે.....ચમત્કાર......!!! અને આપણા ભોળા ભટ્ટ ડાયાભાઈ ચાદર ચડાવે તેવુ દ્રશ્ય..... (આટલા વર્ષો માં ક્યારેય કોઈ મુસ્લિમ પાત્ર ને મંદિર માં આરતી કરતા જોયુ છે ???) આ આખા પ્લોટ ની ફિલ્મ માં જરૂરિયાત હતી ખરી ? ગફુરભાઈ ને બદલે ગિરધરભાઈ પણ બતાવી શકાયા હોત.......!

એક જૈન વાણીયા ના ઘરમાં પ્રવેશતા પહેલા ડાયાભાઈ ના માણસો આખા ઘરમાં સ્પ્રે કરે, જેથી શેઠ ને વાસ ના આવે, જૈનો આવા ગંદા-ગોબરા છે.....??! પાછા એ જૈન ભાઈ રુપીયા ની લાલચ માં અન્ય જ્ઞાતિના યુવાન સાથે પોતાની દિકરી ને પરણાવવા તરત તૈયાર પણ થઈ જાય.....!!! આપણા જૈનો અને જે.જે.સી.(જૈન જાગૃતિ સેન્ટરો) સેન્ટરો ની દિકરીઓ માટે શુ સંદેશો આપે છે ? આપણને કેવા ચિતર્યા છે ? 

""ધબકારો"" ફિલ્મ ના પ્રોડ્યુસર સાજીદ નડીયાદવાલા (ઉર્દુ વુડ) છે, એ લોકો સિનેમાં જેવા માધ્યમો નો પણ હિંદુઓ વિરૂદ્ધ ના પ્રોપેગેન્ડા ફેલાવવા સફળતાપુર્વક ઉપયોગ કરે છે, અને આપણે ??? થોડાક રુપીયા માં આપણા લેખક, કલાકારો, ડાયરેક્ટરો,.... કેમ વેચાઈ જાય છે ?",0,2026-05-07T07:44:27Z
UgxbZtKWwB5mwH5W5ax4AaABAg,dcaoUO_Uqow,"હું તમારો પ્રસંશક છું, તમારા ગુજરાતી ફિલ્મો ના રિવ્યૂ જોઈને ફિલ્મ જોવી કે નહીં તે નક્કી કરું છું. કોલકાતા રહું છું અને અમદાબાદ આવ્યો હતો એટલે ગુજરાતી ફિલ્મ જોવાનો મોહ છોડી ના શક્યો એટલે જોવા ગયો પણ તમારા રિવ્યૂ પ્રમાણે સાચેજ હતાશ થયો છું. તમે આપેલા મંતવ્યો સાથે સહમત છું.",1,2026-05-07T07:25:24Z
UgwoZWWxTPHw8n1N0lx4AaABAg,dcaoUO_Uqow,JORDAR MOVIE CHHE.. HU JOI NE AVYO.. SAHEB. SHU MSG CHHE MOVIE MA.. .. JARUR PARENTS SATHE JOVAY (4.5/5 STAR),2,2026-05-04T06:24:57Z
UgyNA_nJGboOi10JsO54AaABAg,dcaoUO_Uqow,Mara ticket na Paisa bachi gaya,1,2026-05-03T17:58:36Z
UgxrzYVCY7XY_P8O4gp4AaABAg,dcaoUO_Uqow,Abhaar🙏,1,2026-05-03T17:54:29Z
UgxTbXKQg7cyPE0Bj2t4AaABAg,dcaoUO_Uqow,🎉 Gujarat Divas❤,0,2026-05-03T17:51:25Z
Ugzcpu_CKWLIs53SrAZ4AaABAg,dcaoUO_Uqow,So true. Bhangar movie. Abhishekbhai nu movie hoy avu lagtu j nathi. Logic less movie.,1,2026-05-03T17:28:04Z
Ugycz-YN5BwYCLSWQ2h4AaABAg,dcaoUO_Uqow,"Bhai mane to film gami..  Message  saru hatu. Direction ma     
Haju mehnat ni jarur hati. But i like this movie",1,2026-05-02T19:20:07Z
Ugw3hdBCJHbm01_zxKl4AaABAg,dcaoUO_Uqow,Bhai tamey comment aapvanu chodi do ... Badhu 2.15 hrs ma naa dekhadi sakai...so pls don't use logic...thanks,1,2026-05-02T18:27:00Z
UgxoI5DqWVXfH87n3QN4AaABAg,dcaoUO_Uqow,"Try to make anthor Lalo movie. Lalo is replaced by kanoo.
In Lalo krishna was travller as Lalo
In Dhakaro kano become  drive
R
Rixa is replaced by Uber car",0,2026-05-02T18:12:38Z
UgwtD_2sy-vql88_qFN4AaABAg,dcaoUO_Uqow,No need if Islam and Badhisum propoganda was required in movei.,5,2026-05-02T18:08:41Z
UgxlgSVn0SoVYzGrm9B4AaABAg,dcaoUO_Uqow,welcome back in Gujarti movie review - karta rahejo have regular bhai,2,2026-05-02T15:26:37Z
UgxpGqo1dwu27nVBTkx4AaABAg,dcaoUO_Uqow,તટસ્થ રિવ્યુ માટે અભિનંદન...,1,2026-05-02T13:24:08Z
Ugzuo8TpqRt2YCH6uT54AaABAg,dcaoUO_Uqow,"તમારું તો કામ છે રિવ્યૂ કરવાનું એટલે સમજ પડે બધું, પણ અમે તો સામાન્ય દર્શક તો પણ લાગ્યું કે bakvas જેવી બનાવી છે. આર્જવ ની acting ઓવર છે એ અમે પણ કહ્યું, ઘણું બધું ઉભડક છે એ પણ અમે કહ્યું, ઓપરેશન થિયેટર વાળો સીન પણ અમે કહેલો, હૃદય બદલવાથી આવું બધું થવા માંડે એ અમને ગળે ન ઉતર્યું. ડાહ્યો આમ નોર્મલ બોલે પણ એના ગામના લોકો અને સગાં ની સાથે તળપદી બોલવા માંડે તે અમને ખૂંચ્યું. આપણે જેમ ફાસ્ટ ફોરવર્ડ કરીને અથવા ફાસ્ટ સ્પીડ પર વિડિઓ જોઈએ તેવી રીતે દ્રશ્યો ગોઠવી દીધા લાગ્યા. વચ્ચેનું આપણે સમજી લેવાનું એના જેવું. એક જ વસ્તુ સારી લાગી, તે દેવેન ભોજાણી ની એક્ટિંગ. બાકી એક સમયે તો એમ થયું કે ફિલ્મ જલ્દી પતે તો સારું. કોઈ રૂપિયા ભરેલો થેલો આપી ગયો તે પણ કઈ ખબર ન પડી એવું ગોઠવી દીધું. ટૂંકમાં તમારા વતી હું સ્ટાર આપું તો દોઢેક સ્ટાર અપાય તે પણ એક્ટિંગ માટે.",2,2026-05-02T05:26:08Z
Ugxd1HKkQGaVNk1kh0x4AaABAg,dcaoUO_Uqow,"આમ તો મોટા ભાગ ની ગુજરાતી ફિલ્મ ધાબળકો જ હોય છે,કોક જ ગુજરાતી પિક્ચર એક્સટ્રા ઓડીનરી હોય છે",1,2026-05-01T23:00:27Z
Ugy9-NDBJyyHkEXAIBh4AaABAg,dcaoUO_Uqow,bandal bekar 😵😵😵,2,2026-05-01T20:04:22Z
UgzJHd1aeohyExCdRhV4AaABAg,dcaoUO_Uqow,I am big fan of Hellaro movie then mane koi Abhishekhhai ni movie e leval ni nai lagi,1,2026-05-01T16:55:43Z
UgxOQ_1s84Wu98oRgE54AaABAg,dcaoUO_Uqow,"Your reviews matters , thank you so much for your clearcut review",1,2026-05-01T16:52:11Z
UgzfYIiraM3iheZmxyp4AaABAg,dcaoUO_Uqow,સાચી વાત છે... બહુ ઉત્સાહ લઈને જોવા ગયા હતા.. પણ તમે કીધું એ પ્રમાણેનું જ બધું હતું,4,2026-05-01T16:07:30Z
UgyfFNsmh2Y0oe-ut3V4AaABAg,dcaoUO_Uqow,Trailor Joine J Mane Lagyu hatu Ke It's a disappointing film,2,2026-05-01T14:59:58Z
Ugx8xkXaqhunNMiOHcV4AaABAg,dcaoUO_Uqow,Bahu Divas Pachhi Review Avyo. Why?? Kyan farava ગયા હતા??,1,2026-05-01T14:49:45Z
UgwKw-xlqRtAXLo5Zv14AaABAg,dcaoUO_Uqow,Secularism no tadko lagava ma aavyo che aa movie ma. Hindu chokri dalit na prem ma pade che. Evu kem nathi batadta ke Muslim stree Hindu na prem ma pade??????,3,2026-05-01T14:08:44Z
Ugya3xhLYA8gWJKL5uN4AaABAg,dcaoUO_Uqow,bov saro review sir,1,2026-05-01T13:24:47Z
Ugy8l1HwteLsPMYZegl4AaABAg,dcaoUO_Uqow,Thanks for review..,1,2026-05-01T12:03:11Z
UgxNlJyPL5JQSLZ86al4AaABAg,dcaoUO_Uqow,Star to apva j joie ..it's my opinion,3,2026-05-01T11:57:20Z
Ugw3zn7FC2j2lOHtSRx4AaABAg,dcaoUO_Uqow,બોગસ story..નામ બડે દર્શન khote 😊,2,2026-05-01T11:48:34Z
UgzEmzqLIW_IEknOHvZ4AaABAg,dcaoUO_Uqow,ગુજરાત સ્થાપના દિવસ એટલે કે ગુજરાત ગૌરવ દિવસ ની આપને અને આપના સૌ દર્શકો નેં શુભેચ્છાઓ જય જય ગરવી ગુજરાત,4,2026-05-01T11:09:15Z
UgxfFqXsl1XknKMDGNx4AaABAg,dcaoUO_Uqow,"SICKULARISM નો કીડો કરડી ગયો છે આ લોકો ને. બિનજરૂરી કવાલી, દરગાહ નાખવી છે આ અભણ લોકો ને.",0,2026-05-01T09:50:13Z
UgxqDDB6ffNCCTVKYul4AaABAg,dcaoUO_Uqow,👍,1,2026-05-01T09:23:27Z
UgydIFupcudVREUoBTF4AaABAg,dcaoUO_Uqow,Without star there is nothing,2,2026-05-01T09:17:26Z
UgyF7aFA3_lIWD2NeR14AaABAg,tRlCSf3OFnY,એક દમ બેકર હતી મેં બરોડા ગયો તો ખાલી સીટો હતી,1,2026-07-27T19:32:47Z
UgxH2Yz_6hacSkqrMKl4AaABAg,tRlCSf3OFnY,"waah sir honest review tamaro.. good!!

Dhabkaro kevi movie che sir? worth our time?",0,2026-06-03T14:05:14Z
UgzElrfldae7AdI7KPN4AaABAg,tRlCSf3OFnY,10 માંથી રેટ કરો ને આ ફિલ્મ ને,0,2026-05-30T10:19:30Z
UgyMBR7Xpj0eeeyzwox4AaABAg,tRlCSf3OFnY,Atlu lambu shu khancho cho sidhu review hoye atlo  badho time nathi koi pase Jene thanks kahevu hoye ene personal msg karvano hoye,0,2026-05-29T13:08:38Z
UgzgkzstYPZKhtF7xEd4AaABAg,tRlCSf3OFnY,Vikram sir na review karo ne sir,0,2026-05-29T12:23:31Z
UgygIA8ewhxFTXgw9hJ4AaABAg,tRlCSf3OFnY,sorry to say very mediocre the way of give review. didnt got any idea what you want to say about the film.,0,2026-05-29T09:26:16Z
UgxOozB84W0A8ijbSA54AaABAg,tRlCSf3OFnY,Blockbuster of this year,0,2026-05-29T09:02:56Z
Ugzd-jAKEJ_lZwDbYwZ4AaABAg,tRlCSf3OFnY,Aamane dharpakad nu bi climax barabar natu lagayu. Jyare movie sari hati. Pakku aa film pan sari j hase....,2,2026-05-29T07:37:40Z
UgyncNH-qruP8u4iHkF4AaABAg,DPd12U0uXFk,MANE TO PYAR TO HONA HI THA MOVIE JOTO HOY TEVU LAGUE .. MARA MAT PRAMANE,0,2026-02-28T06:54:49Z
UgyxKPbPtZogpBLJCzp4AaABAg,DPd12U0uXFk,Review Parthi Aevu Lage Che  Ke Naa Joie To Chalse...Skip Kari Deva Jevi Che...Online Toh Kyare Aavshe Nahi Ae Confrom Che...Bcz Coconut Motion Che...,0,2026-02-23T06:28:35Z
UgyPlo0d4MD8NxoxV0J4AaABAg,DPd12U0uXFk,👍👍👍👍👍 bekar film 😢😢,0,2026-02-22T17:20:41Z
UgxJEXuzP139ytCRgg54AaABAg,DPd12U0uXFk,Ma to 2 var joi maza aavai....,0,2026-02-22T17:18:52Z
UgwrpTkfMv0dchRnpGl4AaABAg,DPd12U0uXFk,Behad movie no review karo,0,2026-02-22T16:06:20Z
Ugyfsjvg12JEKnWcbZt4AaABAg,DPd12U0uXFk,ભાઈ આપ જે મૂવી ની વાત કરો છો એ સિંગ ઇસ કિંગ નહીં પણ નમસ્તે લંડન છે.,0,2026-02-22T16:02:26Z
UgzPVk5WPLNGRemOS4t4AaABAg,DPd12U0uXFk,Tako km karavi lidho 😮,1,2026-02-22T15:41:43Z
UgxLNMSgjAZVRZ3JuMl4AaABAg,DPd12U0uXFk,આ ફિલ્મ માં સંદીપ ભાઈ સાથે કોકોનટ પ્રોડક્શન ની ભાગીદારી હતી એટલે ખૂબ આશા હતી. પણ હવે સંદીપ ભાઈ  એ નવા વિષયો અને નવા કલાકારો સાથે કામ કરવું જોઈએ.,0,2026-02-22T15:05:36Z
UgxjeR_fo4YWcCreV454AaABAg,DPd12U0uXFk,Pratik Gandhi no cameo che?,0,2026-02-22T08:59:49Z
UgzWD_Hl21c90elqIkZ4AaABAg,DPd12U0uXFk,👍 👍,0,2026-02-22T08:20:50Z
UgyCZiUAglYS_UL1Xhh4AaABAg,DPd12U0uXFk,Movie online joi le theatre ma,0,2026-02-22T08:13:49Z
Ugw-p0EM1iyBIaReYoN4AaABAg,DPd12U0uXFk,Finally bhai avi gyu ❤,0,2026-02-22T08:13:37Z
UgzWjXyvHT-ru055Lip4AaABAg,GYgvLXJqrkc,સોરી ભાઈ.. તમારો રીવ્યુ જોઈને.. આ ફિલ્મ જોવા ગયો સાવ બકવાસ છે.. સ્ક્રીન પ્લે સાવ નબળો એમ થાય ક્યારે ફિલ્મ પુરી થશે... મને જરાય ન ગમી.. અને બધા જ યું ટ્યુબરો વખાણ કરે છે.. એટલે સમજી ગયો કે.. બધા ને એના ફોલોવર પ્રમાણે પૈસા આપી ફિલ્મ સારી છે.. એવુ કેહડાવવા માં આવ્યું છે.. પણ હવે આજ પછી કોઈ યું ટ્યુબરો ના કેહવા થી ફિલ્મ જોવા નહીં જાઉં.... અને કોઈ પણ જુઠા યું ટ્યુબરો ને એક પણ લાઈક નહીં આપું... 🙏🙏🙏,0,2026-08-12T18:51:09Z
UgwSlOEd7IyOKYf1jmB4AaABAg,GYgvLXJqrkc,Last Sunday movie joi. Bauj saras che. Bollywood movie jova karta aavi Gujrati movies jovi saari.,0,2026-08-12T16:59:13Z
Ugz-1Isiepn6Y-40T_l4AaABAg,GYgvLXJqrkc,Okay સુનીલ ભાઇ,0,2026-08-10T15:23:16Z
UgzyFmtf6-EjpZcyXfF4AaABAg,GYgvLXJqrkc,"Ek dum fire 🔥 🔥 🔥 movie banavi che , tamari Review joine j movie jovani priffer kru chu 👍🏼

Get set go box-office report aapjo hope k super Hit jaai and 2nd part aave",0,2026-08-10T01:48:15Z
UgykWYZltSq55jn1vqt4AaABAg,GYgvLXJqrkc,Thank you 🙏🏼,0,2026-08-09T07:31:41Z
